id,name,species_id,life_span,temperament,origin,country_code,description,breed_group,history,reference_image_id,weight,height,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
146,Kromfohrländer,2,,"friendly, intelligent, loyal, playful, adaptable, alert","Siegen, Germany",DE,"Medium-sized German companion dog with distinctive white coat and brown markings, available in both rough-coated (tousled) and smooth-coated varieties, known for its happy disposition and lively temperament",Companion,"Developed in Germany after World War II by Ilse Schleifenbaum from a stray terrier-type dog (Original Peter) found by American soldiers, believed to be crossed with Wire Fox Terriers and Grand Griffon Vendéen. Officially recognized by the FCI in 1955 and named after the local landscape 'krom Fohr' (crooked furrow)",61r5MvNDov,"{'imperial': '22-35', 'metric': '10-16'}","{'imperial': '15-18', 'metric': '38-46'}","{'id': '61r5MvNDov', 'url': 'https://cdn4.thedogapi.com/optimized/61r5MvNDov.jpg', 'width': 1232, 'height': 864}",10.0,16.0,13.0,38.0,46.0,42.0,,,
511,Kuchi,2,10-13,"protective, independent, loyal, courageous, intelligent",Afghanistan,AF,"Large, rugged landrace livestock guardian dog from the mountainous regions of Afghanistan with powerful build, thick double coat, and protective instincts. Developed by nomadic Kuchi people for guarding livestock and caravans against large predators like wolves and snow leopards.",Working,"Ancient landrace breed developed over centuries by the nomadic Kuchi people of Afghanistan for guarding livestock and caravans. Bred to be hardy and formidable, capable of surviving harsh mountain climates and defending against large predators.",vPr3NPnl3X,"{'imperial': 'Male: 110-132; Female: 88-110', 'metric': 'Male: 50-60; Female: 40-50'}","{'imperial': 'Male: 27-30; Female: 25-28', 'metric': 'Male: 69-76; Female: 64-71'}","{'id': 'vPr3NPnl3X', 'url': 'https://cdn4.thedogapi.com/optimized/vPr3NPnl3X.jpg', 'width': 896, 'height': 1200}",40.0,60.0,50.0,64.0,76.0,70.0,10.0,13.0,11.5
513,Kunming Dog,2,12-14,"intelligent, loyal, courageous, alert, protective, work-focused","Kunming, Yunnan Province, China",CN,"Medium to large, wolf-like working dog from China resembling a German Shepherd, developed specifically for military and police duties with strong protective instincts and high intelligence",Working,"Developed in the 1950s in Kunming, China, by crossing German Shepherd Dogs with local Chinese dogs and wolfdogs. Bred specifically as a military working dog for the People's Liberation Army, suited for high-altitude conditions, and officially recognized in China in 1988. Not recognized by major international kennel clubs.",EuGN1ApfYP,"{'imperial': 'Male: 66-84; Female: 55-75', 'metric': 'Male: 30-38; Female: 25-34'}","{'imperial': 'Male: 25-27; Female: 23.5-26', 'metric': 'Male: 64-68; Female: 60-66'}","{'id': 'EuGN1ApfYP', 'url': 'https://cdn4.thedogapi.com/optimized/EuGN1ApfYP.jpg', 'width': 1200, 'height': 896}",25.0,38.0,31.5,60.0,68.0,64.0,12.0,14.0,13.0
514,Kurdish Mastiff,2,10-13,"protective, loyal, independent, courageous, alert, confident",Kurdistan region,IQ,"Large, powerful, and ancient landrace livestock guardian dog originating from the Kurdistan region, known for its protective instincts, independent nature, and robust build. Also known as the Pshdar Dog, this breed was developed for strength, courage, and resilience in harsh mountainous conditions.",Working,"An ancient landrace breed developed over centuries by Kurdish shepherds in the mountainous Kurdistan region primarily to protect livestock from large predators like wolves and bears. Valued for strength, courage, and resilience in harsh conditions, but not recognized by major kennel clubs.",culJYfFK6h,"{'imperial': 'Male: 110-180; Female: 88-154', 'metric': 'Male: 50-82; Female: 40-70'}","{'imperial': 'Male: 28-33; Female: 26-31', 'metric': 'Male: 71-84; Female: 66-79'}","{'id': 'culJYfFK6h', 'url': 'https://cdn4.thedogapi.com/optimized/culJYfFK6h.jpg', 'width': 1104, 'height': 960}",40.0,82.0,61.0,66.0,84.0,75.0,10.0,13.0,11.5
147,Kuvasz,2,10-12,"loyal, protective, independent, courageous, intelligent, calm",Hungary,HU,"Large, powerful white Hungarian livestock guardian dog with a dense double coat, noble bearing, and fiercely loyal, protective nature",Working,"Ancient Hungarian breed descended from large molosser-type dogs from Tibet. Historically served as royal guard dogs for Magyar kings and fierce livestock guardians, prized for their loyalty and courage in protecting flocks and estates from predators and thieves",TpZNIKNjnH,"{'imperial': 'Male: 100-115; Female: 70-90', 'metric': 'Male: 45-52; Female: 32-41'}","{'imperial': 'Male: 28-30; Female: 26-28', 'metric': 'Male: 71-76; Female: 66-71'}","{'id': 'TpZNIKNjnH', 'url': 'https://cdn4.thedogapi.com/optimized/TpZNIKNjnH.jpg', 'width': 1216, 'height': 880}",32.0,52.0,42.0,66.0,76.0,71.0,10.0,12.0,11.0
148,Labradoodle,2,12-14,"friendly, intelligent, energetic, gentle, outgoing, affectionate",Australia,AU,"Energetic medium-to-large crossbreed between Labrador Retriever and Poodle with curly or wavy coat, originally developed as a hypoallergenic companion and guide dog. Size and coat type can vary significantly based on generation and Poodle parent size.",Mixed,First intentionally developed in Australia in the late 1980s by Wally Conron for the Royal Guide Dog Association of Australia. Created by crossing Labrador Retrievers with Poodles to produce a hypoallergenic guide dog combining the low-shedding coat of the Poodle with the temperament and trainability of the Labrador Retriever. Not recognized by major kennel clubs.,u61mBoaFOV,"{'imperial': 'Male: 50-65; Female: 45-65', 'metric': 'Male: 23-29; Female: 20-29'}","{'imperial': '21-24', 'metric': '53-61'}","{'id': 'u61mBoaFOV', 'url': 'https://cdn4.thedogapi.com/optimized/u61mBoaFOV.jpg', 'width': 1264, 'height': 848}",20.0,29.0,24.5,53.0,61.0,57.0,12.0,14.0,13.0
149,Labrador Retriever,2,10-12,"friendly, outgoing, energetic, intelligent, gentle, eager to please","Newfoundland, Canada",CA,"Medium to large, strong athletic retriever with short dense coat and friendly outgoing temperament. Consistently one of the most popular breeds worldwide.",Sporting,Originated from St. John's Water Dogs used by fishermen in Newfoundland for retrieving nets and escaped fish. Further developed and standardized in England during the 1800s by English nobles for waterfowl retrieving,BE5AcsNMdm,"{'imperial': 'Male: 65-80; Female: 55-70', 'metric': 'Male: 29-36; Female: 25-32'}","{'imperial': 'Male: 22.5-24.5; Female: 21.5-23.5', 'metric': 'Male: 57-62; Female: 55-60'}","{'id': 'BE5AcsNMdm', 'url': 'https://cdn4.thedogapi.com/optimized/BE5AcsNMdm.jpg', 'width': 1280, 'height': 832}",25.0,36.0,30.5,55.0,62.0,58.5,10.0,12.0,11.0
691,Labraheeler,2,12-15,"intelligent, energetic, loyal, alert, friendly, work-focused","United States, Australia",US,"Medium to large athletic crossbreed combining the loyal, hard-working nature of the Australian Cattle Dog with the friendly, outgoing temperament of the Labrador Retriever. This intelligent and energetic mixed breed features a short double coat and strong work ethic.",Mixed,"Modern designer crossbreed developed in recent decades, primarily in North America and Australia. Created to combine the intelligence, work ethic, and sturdiness of the Australian Cattle Dog with the friendly and trainable nature of the Labrador Retriever.",aJg1PeG9Q6,"{'imperial': 'Male: 40-80; Female: 35-70', 'metric': 'Male: 18-36; Female: 16-32'}","{'imperial': 'Male: 18-24.5; Female: 17-23.5', 'metric': 'Male: 46-62; Female: 43-60'}","{'id': 'aJg1PeG9Q6', 'url': 'https://cdn4.thedogapi.com/optimized/aJg1PeG9Q6.jpg', 'width': 1408, 'height': 768}",16.0,36.0,26.0,43.0,62.0,52.5,12.0,15.0,13.5
694,Labsky,2,10-14,"friendly, energetic, intelligent, loyal, outgoing, playful",United States,US,"Medium to large energetic crossbreed combining Labrador Retriever and Siberian Husky traits, known for its athletic build, striking appearance, and friendly yet independent nature. Physical appearance and temperament can vary significantly between individuals.",Mixed,"Modern designer crossbreed developed by combining Labrador Retriever and Siberian Husky, aiming to blend the friendly, trainable nature of the Labrador with the striking looks, athleticism and stamina of the Husky. Not recognized by major kennel clubs.",fXffqHAEg0,"{'imperial': 'Male: 45-80; Female: 35-70', 'metric': 'Male: 20-36; Female: 16-32'}","{'imperial': 'Male: 21-25; Female: 20-24', 'metric': 'Male: 53-64; Female: 51-61'}","{'id': 'fXffqHAEg0', 'url': 'https://cdn4.thedogapi.com/optimized/fXffqHAEg0.jpg', 'width': 1408, 'height': 768}",16.0,36.0,26.0,51.0,64.0,57.5,10.0,14.0,12.0
150,Lacy Dog,2,12-16,"energetic, intelligent, work-focused, devoted, loyal, alert","Texas Hill Country, United States",US,"Medium-sized athletic working dog developed in the American Southwest for herding and hunting with a short, sleek coat and intense drive. Known for its high energy and strong work focus, this breed can be blue, red, or tricolor.",Herding,"Developed by the Lacy family in Burnet County, Texas, in the mid-1800s as an all-purpose working dog for herding, trailing, and hunting, using English Shepherd, Greyhound, scent hound, and possibly coyote stock. Officially designated as the State Dog of Texas in 2005.",gH5hZrWj0Q,"{'imperial': 'Male: 30-50; Female: 25-50', 'metric': 'Male: 14-23; Female: 11-23'}","{'imperial': 'Male: 18-21; Female: 17-21', 'metric': 'Male: 46-53; Female: 43-53'}","{'id': 'gH5hZrWj0Q', 'url': 'https://cdn4.thedogapi.com/optimized/gH5hZrWj0Q.jpg', 'width': 896, 'height': 1200}",11.0,23.0,17.0,43.0,53.0,48.0,12.0,16.0,14.0
151,Lagotto Romagnolo,2,,"affectionate, intelligent, energetic, loyal, alert, work-focused","Romagna region, Italy",IT,"Medium-sized rustic water retriever with dense, curly, waterproof coat and exceptional sense of smell, specialized as the world's premier truffle-hunting dog",Sporting,"Ancient breed from the Romagna region of Italy, originally used as a water retriever in the marshlands. When the marshes were drained, the breed was adapted and became the world's premier truffle-hunting dog.",ryzzmgqE7,"{'imperial': 'Male: 28.5-35; Female: 24-31', 'metric': 'Male: 13-16; Female: 11-14'}","{'imperial': 'Male: 17-19; Female: 16-18', 'metric': 'Male: 43-48; Female: 41-46'}","{'id': 'ryzzmgqE7', 'url': 'https://cdn2.thedogapi.com/images/ryzzmgqE7_1280.jpg', 'width': 1600, 'height': 1200}",11.0,16.0,13.5,41.0,48.0,44.5,,,
515,Lài,2,12-15,"loyal, intelligent, athletic, alert, protective",Northern Vietnam,VN,"Medium-sized, primitive spitz-type dog native to northern Vietnam; agile, hardy, and versatile",Primitive,"An ancient indigenous breed of Vietnam's northern mountains, the Lài dog (sometimes called Chó Lài or Vietnamese Dingo) developed as a versatile hunting, herding, and guard dog. It is widely considered one of Vietnam's native primitive spitz breeds, known for intelligence, adaptability, and resilience. Not recognized by major international kennel clubs but documented in local standards.",LdMEnAqSQo,"{'imperial': 'Male: 35-55; Female: 30-50', 'metric': 'Male: 16-25; Female: 14-23'}","{'imperial': 'Male: 19-22; Female: 18-21', 'metric': 'Male: 48-56; Female: 46-54'}","{'id': 'LdMEnAqSQo', 'url': 'https://cdn4.thedogapi.com/optimized/LdMEnAqSQo.jpg', 'width': 1264, 'height': 848}",14.0,25.0,19.5,46.0,56.0,51.0,12.0,15.0,13.5
516,Laizhou Hong,2,10-12,"loyal, protective, confident, intelligent, alert","Laizhou, Shandong Province, China",CN,"Large, powerful Molosser-type working dog from Shandong, China, with distinctive reddish-brown coat and black mask, developed for guarding and protection",Working,"Modern Chinese breed developed in the 1950s-1970s in the Laizhou region of Shandong province by crossing German Shepherds, Great Danes, Rottweilers, and local Chinese breeds to produce a versatile working and guard dog",zjh8jtzgtM,"{'imperial': 'Male: 77-99; Female: 66-88', 'metric': 'Male: 35-45; Female: 30-40'}","{'imperial': 'Male: 28-32; Female: 26-30', 'metric': 'Male: 71-81; Female: 66-76'}","{'id': 'zjh8jtzgtM', 'url': 'https://cdn4.thedogapi.com/optimized/zjh8jtzgtM.jpg', 'width': 1120, 'height': 960}",30.0,45.0,37.5,66.0,81.0,73.5,10.0,12.0,11.0
152,Lakeland Terrier,2,12-15,"confident, alert, courageous, intelligent, friendly, energetic","Lake District, England",GB,"A small, sturdy terrier from the Lake District of England with a dense, weather-resistant wiry coat and lively expression. Known for its confident 'big dog' demeanor in a compact body and bold, courageous temperament.",Terrier,Developed in the rugged Lake District by farmers to hunt foxes that preyed on lambs and sheep. Ancestry includes the old English Black and Tan Terrier and Bedlington Terrier. Recognized by The Kennel Club in 1921 and AKC in 1934.,gZtRaSgnya,"{'imperial': 'Male: 15-18; Female: 14-16', 'metric': 'Male: 7-8; Female: 6-7'}","{'imperial': 'Male: 13.5-15; Female: 13-14.5', 'metric': 'Male: 34-38; Female: 33-37'}","{'id': 'gZtRaSgnya', 'url': 'https://cdn4.thedogapi.com/optimized/gZtRaSgnya.jpg', 'width': 1120, 'height': 944}",6.0,8.0,7.0,33.0,38.0,35.5,12.0,15.0,13.5
153,Lancashire Heeler,2,12-15,"intelligent, alert, energetic, friendly, playful, courageous","Lancashire, England",GB,"Small, sturdy herding dog with short legs and a low-set build. Features a short black and tan weatherproof double coat and distinctive foxlike expression with alert nature.",Herding,"Developed in Lancashire, England as an all-purpose farm dog for herding cattle by nipping at heels and for ratting. Believed to be developed from crosses between Welsh Corgis and Manchester Terriers. Nearly extinct by the 1960s but saved through dedicated breeding programs. Recognized by The Kennel Club (UK) in 1981 and AKC in 2024.",4yAqsHVUjE,"{'imperial': '9-17', 'metric': '4-8'}","{'imperial': '10-12', 'metric': '25-30'}","{'id': '4yAqsHVUjE', 'url': 'https://cdn4.thedogapi.com/optimized/4yAqsHVUjE.jpg', 'width': 1264, 'height': 848}",4.0,8.0,6.0,25.0,30.0,27.5,12.0,15.0,13.5
517,Landseer,2,8-11,"gentle, calm, intelligent, loyal, devoted, protective",Germany/Switzerland,DE,"Large, powerful, and agile dog of the molossoid type, distinguished by its striking white coat with black patches. Known for exceptional swimming ability and gentle nature, the Landseer (European Continental Type) is taller and more athletic than its Newfoundland cousin, bred specifically for water rescue work.",Working,"Named after 19th-century painter Sir Edwin Landseer who frequently depicted these dogs in his work. Developed as a distinct breed in Germany and Switzerland from Newfoundland dogs to preserve the taller, more agile structure. Recognized as separate breed by FCI in 1960.",iqgu213n3B,"{'imperial': 'Male: 110-150; Female: 99-130', 'metric': 'Male: 50-68; Female: 45-59'}","{'imperial': 'Male: 28-31.5; Female: 26-28.5', 'metric': 'Male: 71-80; Female: 66-72'}","{'id': 'iqgu213n3B', 'url': 'https://cdn4.thedogapi.com/optimized/iqgu213n3B.jpg', 'width': 1200, 'height': 896}",45.0,68.0,56.5,66.0,80.0,73.0,8.0,11.0,9.5
518,Langqing,2,10-14,"loyal, intelligent, independent, athletic, energetic","Guizhou Province, China",CN,"A rare, athletic sighthound landrace from China, known for its lean build, fine coat, and exceptional hunting ability. Also known as the Guizhou Hound.",Hound,"An ancient and rare sighthound landrace originating from the Guizhou province of China. Traditionally used by the Miao people for hunting, its history is long but not formally documented by major kennel clubs. It is valued for its speed, stamina, and hunting prowess.",fnCiMtebkY,"{'imperial': 'unknown', 'metric': 'unknown'}","{'imperial': 'unknown', 'metric': 'unknown'}","{'id': 'fnCiMtebkY', 'url': 'https://cdn4.thedogapi.com/optimized/fnCiMtebkY.jpg', 'width': 896, 'height': 1184}",,,,,,,10.0,14.0,12.0
519,Lapponian Herder,2,10-14,"alert, energetic, intelligent, loyal, work-focused, calm, friendly",Finland (Lapland region),FI,"Medium-sized, spitz-type herding dog with a strong but agile build, slightly longer than tall, developed for managing reindeer in arctic conditions with a dense double coat and alert expression",Herding,"Developed by the indigenous Sami people in Finland's Lapland region for herding and managing reindeer. The breed was formally standardized in the mid-20th century, bred from local spitz-type dogs and possibly German Shepherd crosses in the 1960s.",9sLAxAzeQ2,"{'imperial': 'Male: 66-77; Female: 55-66', 'metric': 'Male: 30-35; Female: 25-30'}","{'imperial': 'Male: 18-21.5; Female: 16.5-19.5', 'metric': 'Male: 46-54; Female: 42-49'}","{'id': '9sLAxAzeQ2', 'url': 'https://cdn4.thedogapi.com/optimized/9sLAxAzeQ2.jpg', 'width': 1232, 'height': 864}",25.0,35.0,30.0,42.0,54.0,48.0,10.0,14.0,12.0
154,Large Münsterländer,2,11-13,"intelligent, loyal, energetic, eager to please, friendly","Münster, Germany",DE,"Versatile medium to large German pointing and retrieving dog with distinctive black and white coat and feathering, known for its noble appearance and athletic build",Sporting,"Originated in the Münster region of Germany in the early 1900s, developed from the black and white offspring of German Longhaired Pointers and continental pointers and spaniels. When the German Longhaired Pointer standard was set to only allow liver and white, dedicated breeders preserved and developed the black and white variety into today's versatile hunting dog.",eN73desofw,"{'imperial': '55-70', 'metric': '25-32'}","{'imperial': 'Male: 23.5-25.5; Female: 23-25', 'metric': 'Male: 60-65; Female: 58-63'}","{'id': 'eN73desofw', 'url': 'https://cdn4.thedogapi.com/optimized/eN73desofw.jpg', 'width': 1120, 'height': 944}",25.0,32.0,28.5,58.0,65.0,61.5,11.0,13.0,12.0
155,Leonberger,2,7-9,"gentle, calm, loyal, friendly, intelligent, confident","Leonberg, Germany",DE,"Giant, majestic working dog with a lion-like appearance, thick water-resistant double coat, and gentle, balanced temperament. This powerful yet serene breed combines an imposing presence with a calm, patient demeanor.",Working,"Developed in the 1840s by Heinrich Essig in Leonberg, Germany, crossing Newfoundlands, Saint Bernards, and Pyrenean Mountain Dogs to create a 'lion-like' dog resembling the lion on the town crest. Became popular companion for European royalty",EtmEHVP7o1,"{'imperial': 'Male: 110-170; Female: 90-140', 'metric': 'Male: 50-77; Female: 41-64'}","{'imperial': 'Male: 28-31.5; Female: 25.5-29.5', 'metric': 'Male: 71-80; Female: 65-75'}","{'id': 'EtmEHVP7o1', 'url': 'https://cdn4.thedogapi.com/optimized/EtmEHVP7o1.jpg', 'width': 1200, 'height': 896}",41.0,77.0,59.0,65.0,80.0,72.5,7.0,9.0,8.0
520,Levriero Sardo,2,12-15,"independent, alert, loyal, intelligent, reserved","Sardinia, Italy",IT,"Rare, ancient sighthound landrace from Sardinia, Italy, known for its lean, athletic build and speed. This slender breed has strong hunting instincts and a reserved, independent temperament, traditionally used for hunting hares and small game across rugged terrain.",Hound,"The Levriero Sardo, or Sardinian Greyhound, is an ancient landrace sighthound native to the island of Sardinia. Believed to have descended from sighthounds brought to the region by ancient civilizations such as the Phoenicians, it has been prized by local hunters for centuries for its speed and stamina. The breed is rare and not recognized by major international kennel clubs but is documented in regional breed registries and is the focus of preservation efforts by local enthusiasts.",8a81he69iq,"{'imperial': 'Male: 40-55; Female: 35-50', 'metric': 'Male: 18-25; Female: 16-23'}","{'imperial': 'Male: 22-25; Female: 21-24', 'metric': 'Male: 56-64; Female: 53-61'}","{'id': '8a81he69iq', 'url': 'https://cdn4.thedogapi.com/optimized/8a81he69iq.jpg', 'width': 960, 'height': 1104}",16.0,25.0,20.5,53.0,64.0,58.5,12.0,15.0,13.5
156,Lhasa Apso,2,12-15,"confident, independent, alert, loyal, smart, protective",Tibet,CN,"Small, hardy, and sturdy ancient Tibetan breed known for its floor-length coat of hair that parts down the back and alert, confident expression, originally bred as palace and monastery sentinel",Non-Sporting,"Ancient breed developed in Tibetan monasteries and palaces over a thousand years ago as indoor sentinel dogs, alerting monks to intruders. Highly prized and rarely left the country until brought to England in 1920s",SJp7Qe5EX,"{'imperial': 'Male: 12-18; Female: 11-18', 'metric': 'Male: 5.4-8.2; Female: 5.0-8.2'}","{'imperial': 'Male: 10-11; Female: 9-11', 'metric': 'Male: 25-28; Female: 23-28'}","{'id': 'SJp7Qe5EX', 'url': 'https://cdn2.thedogapi.com/images/SJp7Qe5EX_1280.jpg', 'width': 680, 'height': 444}",5.0,8.2,6.6,23.0,28.0,25.5,12.0,15.0,13.5
157,Lhasapoo,2,12-15,"intelligent, affectionate, playful, alert, confident",United States,US,"Small designer crossbreed between Lhasa Apso and Poodle, combining the intelligence and low-shedding coat of the Poodle with the loyal, alert nature of the Lhasa Apso. Features a fluffy, wavy or curly coat and affectionate, friendly temperament.",Mixed,"Developed in the United States during the designer dog trend of the late 20th century by crossing the Lhasa Apso and Poodle. The goal was to create a small, intelligent companion dog with a low-shedding coat. Not recognized by major kennel clubs.",TKRz4dbkbH,"{'imperial': '10-20', 'metric': '4.5-9'}","{'imperial': '9-13', 'metric': '23-33'}","{'id': 'TKRz4dbkbH', 'url': 'https://cdn4.thedogapi.com/optimized/TKRz4dbkbH.jpg', 'width': 1408, 'height': 768}",4.5,9.0,6.75,23.0,33.0,28.0,12.0,15.0,13.5
521,Liangshan Dog,2,10-14,"loyal, courageous, independent, intelligent, protective, alert","Liangshan Yi Autonomous Prefecture, Sichuan Province, China",CN,"A primitive, large native Chinese breed from the mountainous Liangshan region of Sichuan, known for its lean athleticism, protective instincts, and versatility as both a hunting and livestock guardian dog with exceptional courage and endurance",Primitive,"An ancient regional landrace breed developed over centuries by the Yi people in the Liangshan mountains of Sichuan. Traditionally used both for hunting boar, rabbits, and mountain game, as well as protecting livestock from predators. Developed in isolation and recognized regionally in China but not by major international kennel clubs.",e4n7V6rqtL,"{'imperial': 'Male: 66-88; Female: 55-77', 'metric': 'Male: 30-40; Female: 25-35'}","{'imperial': 'Male: 24-28; Female: 22-26', 'metric': 'Male: 61-71; Female: 56-66'}","{'id': 'e4n7V6rqtL', 'url': 'https://cdn4.thedogapi.com/optimized/e4n7V6rqtL.jpg', 'width': 1408, 'height': 768}",25.0,40.0,32.5,56.0,71.0,63.5,10.0,14.0,12.0
522,Lithuanian Hound,2,12-14,"energetic, loyal, intelligent, courageous, alert, work-focused",Lithuania,LT,"Medium-sized, strong and tenacious scenthound with a short, glossy black and tan coat, developed for hunting in Lithuanian forests and known for endurance and strong hunting instincts",Hound,"The Lithuanian Hound has been known since the 16th century and is the only recognized dog breed indigenous to Lithuania. Nearly extinct after World War II, it was revived through dedicated breeding efforts starting in 1957 with the first official standard published in 1986. Developed by crossing local hunting dogs with Polish and Russian hounds for forest hunting.",rhUisMe2hp,"{'imperial': 'Male: 44-55; Female: 40-50', 'metric': 'Male: 20-25; Female: 18-23'}","{'imperial': 'Male: 22-24; Female: 20-22', 'metric': 'Male: 56-61; Female: 51-56'}","{'id': 'rhUisMe2hp', 'url': 'https://cdn4.thedogapi.com/optimized/rhUisMe2hp.jpg', 'width': 1408, 'height': 768}",18.0,25.0,21.5,51.0,61.0,56.0,12.0,14.0,13.0
523,Lobito Herreño,2,12-15,"intelligent, loyal, energetic, alert, independent, protective","El Hierro, Canary Islands, Spain",ES,"A primitive, wolf-like medium-sized herding dog from the island of El Hierro, known for its agility, loyalty, and reserved nature. Also known as Pastor Herreño, this rustic breed was traditionally used for livestock management in volcanic terrain.",Herding,"A primitive landrace dog native to El Hierro island, descended from ancient dogs brought by pre-Hispanic settlers. Traditionally used for herding goats and sheep in volcanic terrain. Formally recognized by the Real Sociedad Canina de España (RSCE) in 2013 after recovery efforts saved it from near extinction.",SdxdZy6WhC,"{'imperial': '39-49', 'metric': '18-22'}","{'imperial': 'Male: 20.5-21.3; Female: 18.5-20.5', 'metric': 'Male: 52-54; Female: 47-52'}","{'id': 'SdxdZy6WhC', 'url': 'https://cdn4.thedogapi.com/optimized/SdxdZy6WhC.jpg', 'width': 1056, 'height': 1008}",18.0,22.0,20.0,47.0,54.0,50.5,12.0,15.0,13.5
159,Löwchen,2,,"affectionate, outgoing, playful, intelligent, alert",France/Germany,FR,"Small companion dog known as the 'Little Lion Dog' with a long, flowing coat traditionally clipped into a distinctive lion trim featuring a plumed tail and mane. This bright, lively toy breed combines an affectionate nature with alert intelligence.",Non-Sporting,"Ancient breed with documented history in pre-Renaissance Europe, depicted in historical artworks for centuries and cherished by European nobility. Nearly extinct after WWII but saved through dedicated breeding efforts by Madame Bennert and other breeders. Once known as the rarest dog in the world before numbers recovered.",MRz5HSylED,"{'imperial': '9-18', 'metric': '4-8'}","{'imperial': '12-14', 'metric': '30-36'}","{'id': 'MRz5HSylED', 'url': 'https://cdn4.thedogapi.com/optimized/MRz5HSylED.jpg', 'width': 1168, 'height': 912}",4.0,8.0,6.0,30.0,36.0,33.0,,,
524,Lucas Terrier,2,12-15,"friendly, intelligent, alert, affectionate, adaptable",England,GB,"Small, sturdy working terrier with a dense, shaggy wiry coat, specifically bred for a friendly, non-quarrelsome temperament while maintaining robust health and working ability",Terrier,"Developed in the late 1940s by Sir Jocelyn Lucas crossing Norfolk Terriers and Sealyham Terriers to create a small, sturdy working terrier with a more companionable temperament and fewer health problems",jc0J82FZqW,"{'imperial': 'Male: 14-20; Female: 11-20', 'metric': 'Male: 6-9; Female: 5-9'}","{'imperial': 'Male: 10-12.5; Female: 9-12', 'metric': 'Male: 25-32; Female: 23-30'}","{'id': 'jc0J82FZqW', 'url': 'https://cdn4.thedogapi.com/optimized/jc0J82FZqW.jpg', 'width': 1200, 'height': 896}",5.0,9.0,7.0,23.0,32.0,27.5,12.0,15.0,13.5
525,Lupo Italiano,2,12-15,"intelligent, loyal, alert, independent, work-focused",Italy,IT,"Medium to large Italian working dog developed from wolf-dog crosses, resembling a wolf in appearance with a sturdy, athletic build and erect ears. Known for its wolf-like features, endurance, and suitability for specialized work such as search and rescue.",Working,"Created in Italy in 1966 by Dr. Mario Messi through crossing a wild she-wolf from the Northern Apennines with German Shepherds. Developed under Italian government control for specialized utility roles including search and rescue, anti-poaching, and civil protection work.",gmzDQtEFjR,"{'imperial': 'Male: 66-88; Female: 55-77', 'metric': 'Male: 30-40; Female: 25-35'}","{'imperial': 'Male: 24-27; Female: 22-25', 'metric': 'Male: 61-68; Female: 56-64'}","{'id': 'gmzDQtEFjR', 'url': 'https://cdn4.thedogapi.com/optimized/gmzDQtEFjR.jpg', 'width': 1408, 'height': 768}",25.0,40.0,32.5,56.0,68.0,62.0,12.0,15.0,13.5
160,Lurcher,2,12-15,"intelligent, gentle, loyal, affectionate, athletic, independent",Great Britain and Ireland,GB,"Athletic, lean sighthound crossbreed combining speed, agility, and stamina, traditionally used for hunting and coursing. Known for versatility as a cross between sighthounds and pastoral or terrier breeds.",Mixed,"Traditional British and Irish crossbreed combining sighthounds (primarily Greyhounds) with terriers, pastoral, or herding breeds. Developed by traveling communities and poachers who needed fast, silent, and efficient hunting dogs for coursing and poaching.",creB1TPTKZ,"{'imperial': 'Male: 60-80; Female: 50-70', 'metric': 'Male: 27-36; Female: 23-32'}","{'imperial': 'Male: 26-30; Female: 24-28', 'metric': 'Male: 66-76; Female: 61-71'}","{'id': 'creB1TPTKZ', 'url': 'https://cdn4.thedogapi.com/optimized/creB1TPTKZ.jpg', 'width': 1200, 'height': 896}",23.0,36.0,29.5,61.0,76.0,68.5,12.0,15.0,13.5
526,Mackenzie River Husky,2,10-15,"independent, hardy, work-focused, loyal, intelligent, alert","Mackenzie River Region, Northwest Territories, Canada",CA,"Large, powerful landrace of freighting sled dog developed in northern Canada, known for exceptional endurance, strength, and cold weather adaptation in sub-arctic regions",Working,Developed by indigenous peoples and fur traders in the Mackenzie River region as a functional landrace for freight hauling across vast northern territories. Created by crossing native sled dogs with large European breeds in the late 19th and early 20th centuries. Not recognized by major kennel clubs.,esCgJUCo5D,"{'imperial': 'Male: 85-140; Female: 75-120', 'metric': 'Male: 39-64; Female: 34-54'}","{'imperial': 'Male: 27-32; Female: 25-29', 'metric': 'Male: 69-81; Female: 64-74'}","{'id': 'esCgJUCo5D', 'url': 'https://cdn4.thedogapi.com/optimized/esCgJUCo5D.jpg', 'width': 1168, 'height': 912}",34.0,64.0,49.0,64.0,81.0,72.5,10.0,15.0,12.5
